edge_only20,"{'time_recognized': '2022-03-14T11:08:56.728881', 'time_captured': '2022-03-14T11:07:58.131300', 'plate': 'NDP3545', 'confidence': 31, 'lat': 14.6492368333333, 'lng': 121.068857166667}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:08:56.729858,2022-03-14T11:08:56.682526
edge_only20,"{'time_recognized': '2022-03-14T11:08:57.256301', 'time_captured': '2022-03-14T11:07:58.164634', 'plate': 'NDP3545', 'confidence': 32, 'lat': 14.6492368333333, 'lng': 121.068857166667}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:08:57.257184,2022-03-14T11:08:57.208812
edge_only20,"{'time_recognized': '2022-03-14T11:08:57.812751', 'time_captured': '2022-03-14T11:07:58.231300', 'plate': 'NDP3545', 'confidence': 35, 'lat': 14.6492368333333, 'lng': 121.068857166667}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:08:57.813650,2022-03-14T11:08:57.765060
edge_only20,"{'time_recognized': '2022-03-14T11:08:58.336831', 'time_captured': '2022-03-14T11:07:58.264634', 'plate': 'NDP3545', 'confidence': 36, 'lat': 14.6492368333333, 'lng': 121.068857166667}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:08:58.337712,2022-03-14T11:08:58.289242
edge_only20,"{'time_recognized': '2022-03-14T11:08:58.893057', 'time_captured': '2022-03-14T11:07:58.331300', 'plate': 'NDP3545', 'confidence': 36, 'lat': 14.6492368333333, 'lng': 121.068857166667}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:08:58.893972,2022-03-14T11:08:58.853753
edge_only20,"{'time_recognized': '2022-03-14T11:08:59.966669', 'time_captured': '2022-03-14T11:07:58.431300', 'plate': 'NDP3545', 'confidence': 33, 'lat': 14.6492368333333, 'lng': 121.068857166667}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:08:59.967995,2022-03-14T11:08:59.919087
edge_only20,"{'time_recognized': '2022-03-14T11:09:00.499415', 'time_captured': '2022-03-14T11:07:58.464634', 'plate': 'NDP3545', 'confidence': 30, 'lat': 14.6492368333333, 'lng': 121.068857166667}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:09:00.500285,2022-03-14T11:09:00.451996
edge_only20,"{'time_recognized': '2022-03-14T11:09:04.352410', 'time_captured': '2022-03-14T11:07:58.831300', 'plate': 'NDP3545', 'confidence': 36, 'lat': 14.6493096666667, 'lng': 121.0688295}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:09:04.354306,2022-03-14T11:09:04.306975
edge_only20,"{'time_recognized': '2022-03-14T11:09:05.405895', 'time_captured': '2022-03-14T11:07:58.864634', 'plate': 'NDP3545', 'confidence': 42, 'lat': 14.6493096666667, 'lng': 121.0688295}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:09:05.407681,2022-03-14T11:09:05.360342
edge_only20,"{'time_recognized': '2022-03-14T11:09:06.228704', 'time_captured': '2022-03-14T11:07:58.931300', 'plate': 'NDP354', 'confidence': 34, 'lat': 14.6493096666667, 'lng': 121.0688295}",8b09e6d8-9004-4c50-91d6-a1b69056f713,2022-03-14T11:09:06.229590,2022-03-14T11:09:06.181004
